Planet Name,Stellar Magnitude,Discovery Date,Planet Type,Discovery Method,Orbital Radius,Eccentricity,Planet Mass (Jupiter),Planet Radius (Jupiter),Distance (light-years),Orbital Period (Years)
Kepler-1341 b,15.356,2016,Neptune-like,Transit,0.4498,0.0,0.029011957205789807,0.267,1555.62387292,0.36413415468856947
Kepler-1338 b,13.699,2016,Terrestrial,Transit,0.0193,0.0,0.0022687224669603523,0.08214285714285716,2456.8026855999997,0.0024640657084188913
Kepler-1335 b,15.248,2016,Super Earth,Transit,0.0615,0.0,0.008495909376966647,0.12946428571428573,2028.2108706799997,0.017248459958932236
Kepler-1330 b,15.076,2016,Super Earth,Transit,0.0889,0.0,0.010572687224669603,0.14732142857142858,5611.4487487999995,0.027652292950034223
Kepler-1325 b,15.311,2016,Neptune-like,Transit,0.2004,0.0,0.026903713027061047,0.255,3174.69813408,0.09281314168377823
Kepler-1321 c,17.5054,2016,Neptune-like,Transit,0.0267,0.0,0.019981120201384518,0.214,2508.61582776,0.006023271731690623
Kepler-1317 b,15.083,2016,Super Earth,Transit,0.0128,0.0,0.009597230962869728,0.1392857142857143,2375.40393268,0.0016427104722792608
Kepler-1247 b,15.925,2016,Neptune-like,Transit,0.1091,0.0,0.019005663939584645,0.208,3411.3308352,0.037508555783709784
Kepler-1243 b,14.898,2016,Super Earth,Transit,0.1256,0.0,0.011674008810572687,0.15625,2472.8169451999997,0.045995893223819306
Kepler-1238 b,14.919,2016,Super Earth,Transit,0.0541,0.0,0.013782252989301446,0.17232142857142857,5323.2899228,0.011225188227241615
Kepler-1234 b,15.915,2016,Neptune-like,Transit,0.096,0.0,0.026117054751415986,0.251,2990.03186844,0.03258042436687201
Kepler-1229 b,16.124,2016,Super Earth,Transit,0.3006,0.0,0.007992448080553808,0.125,865.88547192,0.2376454483230664
Kepler-1224 b,12.926,2016,Super Earth,Transit,0.1165,0.0,0.007331655129011957,0.11875000000000001,1825.1624528799998,0.03641341546885695
Kepler-1312 b,12.491,2016,Neptune-like,Transit,0.0603,0.0,0.01592196349905601,0.18750000000000003,975.5456422399999,0.014784394250513347
Kepler-1309 b,16.5119,2016,Neptune-like,Transit,0.1679,0.0,0.019540591567023285,0.211,2756.0182,0.07885010266940452
Kepler-1185 b,12.63,2016,Super Earth,Transit,0.4297,0.0,0.007331655129011957,0.11875000000000001,1497.94644588,0.2858316221765914
Kepler-1180 b,15.081,2016,Super Earth,Transit,0.1246,0.0,0.014537444933920705,0.17767857142857144,5208.059007999999,0.04626967830253251
Kepler-1176 b,15.27,2016,Neptune-like,Transit,0.1589,0.0,0.020673379483952172,0.219,2820.2676704399996,0.06625598904859685
Kepler-1171 b,11.647,2016,Neptune-like,Transit,0.0284,0.0,0.022278162366268093,0.228,1868.8738799999999,0.0038329911019849418
Kepler-1166 b,14.65,2016,Super Earth,Transit,0.1975,0.0,0.011013215859030836,0.15089285714285713,2070.78401336,0.09089664613278577
Kepler-1162 b,15.749,2016,Neptune-like,Transit,0.19,0.0,0.01736941472624292,0.1973214285714286,3066.55458916,0.0892539356605065
Kepler-953 b,11.871,2016,Neptune-like,Transit,0.392,0.0,0.051919446192573944,0.376,844.3950530799999,0.24202600958247777
Kepler-949 b,14.718,2016,Neptune-like,Transit,0.0774,0.0,0.027690371302706105,0.26,1585.4606238,0.023819301848049278
Kepler-944 b,15.636,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.023316551290119572,0.5114834271703597,4401.2469108,1.7022587894645302
Kepler-938 b,15.148,2016,Neptune-like,Transit,0.2689,0.0,0.01749528005034613,0.19821428571428573,3855.3269979999995,0.14401095140314854
Kepler-935 b,15.01,2016,Super Earth,Transit,0.0527,0.0,0.007520453115166772,0.1205357142857143,1538.7452999199998,0.013415468856947298
Kepler-930 b,13.89,2016,Neptune-like,Transit,0.3475,0.0,0.016299559471365636,0.19017857142857142,2767.09445776,0.19575633127994524
Kepler-925 b,16.025,2016,Neptune-like,Transit,0.1805,0.0,0.019131529263687854,0.209,1993.1882394,0.09281314168377823
Kepler-920 c,15.492,2016,Neptune-like,Transit,0.4029,0.0,0.0434235368156073,0.339,3267.0394208,0.2759753593429158
Kepler-917 b,15.896,2016,Super Earth,Transit,0.0378,0.0,0.013561988672120828,0.1705357142857143,11286.6609956,0.008213552361396304
Kepler-1157 b,14.603,2016,Super Earth,Transit,0.0448,0.0,0.004153555695405916,0.09732142857142859,1115.92318464,0.012320328542094456
Kepler-1153 b,15.767,2016,Super Earth,Transit,0.0277,0.0,0.01145374449339207,0.15446428571428572,3651.2838044,0.004928131416837783
Kepler-1149 b,15.146,2016,Super Earth,Transit,0.0473,0.0,0.008401510383889237,0.1285714285714286,3971.6994588,0.010130047912388775
Kepler-1144 b,14.943,2016,Super Earth,Transit,0.1291,0.0,0.014537444933920705,0.17767857142857144,3720.0374891999995,0.04681724845995894
Kepler-1598 b,13.929,2016,Terrestrial,Transit,0.0527,0.0,0.0025456261799874135,0.08482142857142858,2021.7171047199997,0.011772758384668035
Kepler-1597 b,14.257,2016,Super Earth,Transit,0.0427,0.0,0.0037759597230962866,0.09464285714285715,3982.5278379999995,0.007939767282683094
Kepler-1596 b,15.632,2016,Super Earth,Transit,0.3237,0.0,0.01343612334801762,0.16964285714285715,7000.057918799999,0.18179329226557153
Kepler-1595 b,15.508,2016,Super Earth,Transit,0.051,0.0,0.006419131529263687,0.10982142857142858,2756.08995432,0.012594113620807664
Kepler-1594 b,14.951,2016,Super Earth,Transit,0.0396,0.0,0.0037759597230962866,0.09464285714285715,3186.11359408,0.007392197125256674
Kepler-1593 b,16.19,2016,Neptune-like,Transit,0.546,0.0,0.032095657646318436,0.283,2081.68740844,0.47775496235455167
Kepler-1592 b,14.94,2016,Super Earth,Transit,0.04,0.0,0.009408432976714915,0.1375,5347.2297732,0.008487337440109514
Kepler-1591 b,14.846,2016,Super Earth,Transit,0.0794,0.0,0.0067652611705475135,0.11339285714285716,4630.0453448,0.02245037645448323
Kepler-1590 b,14.186,2016,Super Earth,Transit,0.0772,0.0,0.004877281308999371,0.10178571428571428,2515.15851712,0.02080766598220397
Kepler-1589 b,15.074,2016,Super Earth,Transit,0.0205,0.0,0.004153555695405916,0.09732142857142859,4935.1968984000005,0.0027378507871321013
Kepler-1588 b,13.94,2016,Terrestrial,Transit,0.0726,0.0,0.0011422278162366267,0.06785714285714287,3014.1413199599997,0.02135523613963039
Kepler-1587 b,14.166,2016,Super Earth,Transit,0.0878,0.0,0.007331655129011957,0.11875000000000001,3347.9261088,0.025735797399041752
Kepler-1586 b,13.278,2016,Super Earth,Transit,0.1266,0.0,0.009188168659534297,0.13571428571428573,1802.1749779999998,0.04271047227926078
Kepler-1585 b,16.326,2016,Super Earth,Transit,0.0445,0.0,0.012146003775959723,0.1598214285714286,3080.4292654,0.009856262833675565
Kepler-1584 b,15.105,2016,Super Earth,Transit,0.1168,0.0,0.01013215859030837,0.14375000000000002,4619.380043599999,0.03668720054757016
Kepler-1583 b,12.976,2016,Terrestrial,Transit,0.085,0.0,0.0004908747640025173,0.053571428571428575,1317.4517154799998,0.025462012320328544
Kepler-1582 b,17.96,2016,Super Earth,Transit,0.0316,0.0,0.008904971680302076,0.13303571428571428,257.306425336,0.013141683778234086
Kepler-1581 b,12.442,2016,Terrestrial,Transit,0.0674,0.0,0.0013750786658275644,0.07142857142857144,1608.519853,0.017248459958932236
Kepler-1580 b,12.635,2016,Neptune-like,Transit,0.323,0.0,0.016047828823159218,0.18839285714285714,3268.1483511999995,0.15496235455167695
Kepler-1579 b,15.49,2016,Terrestrial,Transit,0.014,0.0,0.0016362492133417243,0.075,1519.8869599999998,0.002190280629705681
Kepler-1578 b,15.585,2016,Super Earth,Transit,0.0252,0.0,0.003524229074889868,0.09285714285714286,3470.4629179999997,0.004106776180698152
Kepler-1577 b,15.228,2016,Super Earth,Transit,0.0657,0.0,0.004751415984896161,0.10089285714285715,1663.4901852399998,0.017248459958932236
Kepler-1576 b,13.439,2016,Super Earth,Transit,0.0726,0.0,0.003524229074889868,0.09285714285714286,1503.2856196,0.019164955509924708
Kepler-1575 b,15.53,2016,Super Earth,Transit,0.0366,0.0,0.007142857142857143,0.11696428571428573,4066.9043952,0.007118412046543464
Kepler-1574 b,15.188,2016,Super Earth,Transit,0.0743,0.0,0.0069540591567023285,0.11517857142857144,4514.5208896,0.0188911704312115
Kepler-1573 b,15.304,2016,Super Earth,Transit,0.0364,0.0,0.005884203901825047,0.10714285714285715,4746.743961599999,0.007118412046543464
Kepler-1572 b,13.879,2016,Terrestrial,Transit,0.0614,0.0,0.0024512271869100064,0.08392857142857144,3087.3992191199995,0.015058179329226557
Kepler-1571 b,13.975,2016,Super Earth,Transit,0.0432,0.0,0.009188168659534297,0.13571428571428573,2202.54125268,0.009308692676249144
Kepler-1570 b,14.242,2016,Super Earth,Transit,0.1784,0.0,0.0039018250471994963,0.0955357142857143,2997.3573321999997,0.07255304585900069
Kepler-1569 b,14.123,2016,Super Earth,Transit,0.0654,0.0,0.010887350534927627,0.15,3083.6549482399996,0.01587953456536619
Kepler-1568 b,14.138,2016,Super Earth,Transit,0.1499,0.0,0.007048458149779736,0.11607142857142859,2988.60982828,0.05722108145106091
Kepler-1567 b,15.92,2016,Neptune-like,Transit,0.552,0.0,0.02485840151038389,0.244,3933.8001315999995,0.4216290212183436
Kepler-1566 b,14.564,2016,Terrestrial,Transit,0.0121,0.0,0.00131529263687854,0.0705357142857143,1521.79823416,0.0013689253935660506
Kepler-1565 b,15.381,2016,Super Earth,Transit,0.0241,0.0,0.005695405915670233,0.10625,2054.5544907999997,0.004106776180698152
Kepler-1564 b,15.124,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.00868470736312146,0.5114834271703597,2964.1220357999996,1.7022587894645302
Kepler-1563 b,13.696,2016,Terrestrial,Transit,0.0442,0.0,0.001091881686595343,0.06696428571428571,2011.39426732,0.009308692676249144
Kepler-1562 b,15.303,2016,Neptune-like,Transit,0.3308,0.0,0.03870358716173694,0.317,6721.161923199999,0.1760438056125941
Kepler-1561 b,14.734,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.004153555695405916,0.5114834271703597,2736.6967185599997,1.7022587894645302
Kepler-1560 b,13.505,2016,Terrestrial,Transit,0.0397,0.0,0.002013845185651353,0.07946428571428572,1638.92411532,0.008213552361396304
Kepler-1559 b,14.549,2016,Terrestrial,Transit,0.018,0.0,0.0009408432976714914,0.0642857142857143,2005.2951501199998,0.0027378507871321013
Kepler-1558 b,13.809,2016,Terrestrial,Transit,0.0419,0.0,0.0007677784770295783,0.06071428571428572,1062.41076972,0.009582477754962354
Kepler-1557 b,15.383,2016,Super Earth,Transit,0.049,0.0,0.009314033983637508,0.13660714285714287,4501.4746496,0.010130047912388775
Kepler-1556 b,15.651,2016,Super Earth,Transit,0.0829,0.0,0.014159848961611076,0.17500000000000002,3080.6738824,0.024093086926762493
Kepler-1555 b,15.425,2016,Super Earth,Transit,0.0805,0.0,0.01013215859030837,0.14375000000000002,6566.4009012,0.022176591375770018
Kepler-1554 b,15.93,2016,Neptune-like,Transit,0.6314,0.0,0.02753303964757709,0.259,3088.1983013199997,0.5423682409308692
Kepler-1553 b,15.251,2016,Super Earth,Transit,0.0481,0.0,0.005034612964128383,0.10267857142857142,2258.93688664,0.011498973305954827
Kepler-1552 b,15.203,2016,Neptune-like,Transit,0.6045,0.0,0.02095657646318439,0.22,2508.4527497599997,0.5059548254620123
Kepler-1551 b,15.371,2016,Neptune-like,Transit,0.1772,0.0,0.023788546255506606,0.237,4774.010603199999,0.06707734428473648
Kepler-1550 b,15.107,2016,Neptune-like,Transit,0.7681,0.0,0.029515418502202646,0.269,3845.4118556,0.6176591375770021
Kepler-1549 b,15.353,2016,Neptune-like,Transit,0.6687,0.0,0.022435494021397103,0.229,2619.20228112,0.5883641341546886
Kepler-1548 b,15.324,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.023473882945248582,0.5114834271703597,2844.99029524,1.7022587894645302
Kepler-1547 b,13.464,2016,Terrestrial,Transit,0.0165,0.0,0.002095657646318439,0.08035714285714286,2200.5582242,0.0019164955509924709
Kepler-1546 b,15.596,2016,Neptune-like,Transit,0.1366,0.0,0.03134046570169918,0.279,3039.63041136,0.05366187542778919
Kepler-1545 b,15.256,2016,Neptune-like,Transit,0.5442,0.0,0.024386406544996853,0.241,2380.82138384,0.44818617385352494
Kepler-1544 b,14.287,2016,Super Earth,Transit,0.5421,0.0,0.012020138451856512,0.15892857142857145,1092.9161404,0.46214921286789873
Kepler-1543 b,13.495,2016,Neptune-like,Transit,0.0867,0.0,0.024543738200125863,0.242,3006.45382304,0.019164955509924708
Kepler-1542 e,12.734,2016,Terrestrial,Transit,0.0567,0.0,0.0011422278162366267,0.06785714285714287,1301.7342578399998,0.013963039014373716
Kepler-1542 d,12.734,2016,Terrestrial,Transit,0.0632,0.0,0.0018565135305223409,0.07767857142857143,1301.7342578399998,0.01642710472279261
Kepler-1542 c,12.734,2016,Terrestrial,Transit,0.0389,0.0,0.0006544996853366896,0.058035714285714295,1301.7342578399998,0.007939767282683094
Kepler-1542 b,12.734,2016,Terrestrial,Transit,0.0479,0.0,0.0011422278162366267,0.06785714285714287,1301.7342578399998,0.010951403148528405
Kepler-1541 b,13.944,2016,Super Earth,Transit,0.0781,0.0,0.005191944619257394,0.10357142857142856,1359.06595952,0.022997946611909653
Kepler-1540 b,14.429,2016,Neptune-like,Transit,0.4426,0.0,0.021271239773442415,0.222,798.9517376,0.3433264887063655
Kepler-1539 b,15.487,2016,Neptune-like,Transit,0.4765,0.0,0.024386406544996853,0.241,2440.71014856,0.36495550992470915
Kepler-1538 b,15.551,2016,Neptune-like,Transit,0.6095,0.0,0.026274386406544996,0.252,3670.2334679999994,0.47939767282683093
Kepler-1537 b,14.827,2016,Super Earth,Transit,0.0245,0.0,0.005538074260541221,0.10535714285714286,1687.17889552,0.0038329911019849418
Kepler-1536 b,15.464,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.03146633102580239,0.5114834271703597,1263.0325868799998,1.7022587894645302
Kepler-1535 b,14.385,2016,Neptune-like,Transit,0.5329,0.0,0.022152297042164884,0.227,2928.0100434799997,0.38028747433264887
Kepler-1534 b,16.429,2016,Super Earth,Transit,0.0599,0.0,0.013310258023914412,0.16875,3610.54692,0.015605749486652979
Kepler-1533 b,13.289,2016,Neptune-like,Transit,0.9625,0.0,0.037130270610446825,0.309,3153.27946956,0.8446269678302533
Kepler-1532 b,15.293,2016,Super Earth,Transit,0.0206,0.0,0.007520453115166772,0.1205357142857143,2603.5272237599997,0.0030116358658453116
Kepler-1531 b,13.202,2016,Super Earth,Transit,0.022,0.0,0.0044367526746381366,0.09910714285714287,2173.2883210399996,0.0030116358658453116
Kepler-1530 c,14.15,2016,Super Earth,Transit,0.06,0.0,0.010572687224669603,0.14732142857142858,1597.7599665599998,0.014510609171800136
Kepler-1530 b,14.15,2016,Super Earth,Transit,0.0371,0.0,0.010478288231592196,0.14642857142857144,1597.7599665599998,0.007118412046543464
Kepler-1529 b,15.297,2016,Neptune-like,Transit,0.0525,0.0,0.01592196349905601,0.18750000000000003,2155.93682184,0.014510609171800136
Kepler-1528 b,14.576,2016,Super Earth,Transit,0.0296,0.0,0.008590308370044052,0.13035714285714287,2666.4361930399996,0.004928131416837783
Kepler-1527 b,15.161,2016,Neptune-like,Transit,0.6276,0.0,0.06419131529263687,0.426,6008.2175228,0.4383299110198494
Kepler-1526 b,15.935,2016,Neptune-like,Transit,0.0418,0.0,0.02039018250471995,0.217,1812.0379354399997,0.010677618069815195
Kepler-1525 b,12.797,2016,Terrestrial,Transit,0.036,0.0,0.0021806167400881056,0.08125,1249.14160284,0.006570841889117043
Kepler-1524 b,12.802,2016,Neptune-like,Transit,0.3392,0.0,0.03870358716173694,0.316,1245.17554588,0.1943874058863792
Kepler-1523 b,14.993,2016,Super Earth,Transit,0.0185,0.0,0.009817495280050346,0.1410714285714286,2823.19328976,0.0024640657084188913
Kepler-1522 b,14.357,2016,Super Earth,Transit,0.0288,0.0,0.01145374449339207,0.15446428571428572,2655.3175349999997,0.004928131416837783
Kepler-1521 b,13.049,2016,Neptune-like,Transit,0.2317,0.0,0.021397105097545624,0.223,675.08747348,0.12895277207392197
Kepler-1520 b,16.002,2016,Neptune-like,Transit,0.0129,0.0,0.08842039018250472,0.515,1982.75777052,0.0019164955509924709
Kepler-1519 b,15.124,2016,Gas Giant,Transit,0.7655,0.0,0.12460667086217747,0.63,4701.9627428,0.65927446954141
Kepler-1518 b,13.374,2016,Neptune-like,Transit,0.0593,0.0,0.029987413467589676,0.272,2946.8520756,0.013963039014373716
Kepler-1517 b,12.228,2016,Gas Giant,Transit,0.078,0.0,0.216,0.871,2763.51652644,0.015058179329226557
Kepler-1516 b,14.65,2016,Super Earth,Transit,0.0718,0.0,0.011674008810572687,0.15625,4432.296961999999,0.01998631074606434
Kepler-1515 b,12.1,2016,Gas Giant,Transit,0.7655,0.0,0.208,0.852,1759.02780076,0.5867214236824093
Kepler-1514 b,11.766,2016,Gas Giant,Transit,0.753,0.4,5.28,1.108,1295.7916955199998,0.5963039014373717
Kepler-1513 b,13.071,2016,Gas Giant,Transit,0.5416,0.31,0.152,0.767,1139.09004532,0.44052019164955514
Kepler-1512 b,13.451,2016,Super Earth,Transit,0.1097,0.0,0.005538074260541221,0.10535714285714286,528.37272,0.05585215605749486
Kepler-1511 b,13.564,2016,Super Earth,Transit,0.1753,0.0,0.010887350534927627,0.15,4812.757935999999,0.06351813826146475
Kepler-1510 b,15.315,2016,Neptune-like,Transit,0.4089,0.0,0.035242290748898675,0.3,5532.421149999999,0.231895961670089
Kepler-1509 b,15.455,2016,Super Earth,Transit,0.1707,0.0,0.012838263058527375,0.16517857142857145,6532.7742176,0.06954140999315538
Kepler-1508 b,14.561,2016,Super Earth,Transit,0.1629,0.0,0.007331655129011957,0.11875000000000001,4110.4788368,0.056673511293634495
Kepler-1507 b,13.267,2016,Terrestrial,Transit,0.1234,0.0,0.0016362492133417243,0.075,1045.25822568,0.044079397672826835
Kepler-1506 b,15.836,2016,Super Earth,Transit,0.1168,0.0,0.007237256135934549,0.11785714285714287,7716.916191199999,0.038329911019849415
Kepler-1505 b,13.043,2016,Terrestrial,Transit,0.1862,0.0,0.002356828193832599,0.0830357142857143,1614.95491088,0.08459958932238193
Kepler-1504 b,15.883,2016,Neptune-like,Transit,0.3704,0.0,0.016299559471365636,0.19017857142857142,7944.9644664,0.22532511978097192
Kepler-1503 b,15.892,2016,Neptune-like,Transit,0.3771,0.0,0.018156073001887978,0.203,3997.2700891999993,0.26338124572210814
Kepler-1502 b,14.18,2016,Neptune-like,Transit,0.2482,0.0,0.032095657646318436,0.284,4938.067071199999,0.11416837782340863
Kepler-1501 b,13.683,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.009597230962869728,0.5114834271703597,2443.1041336,1.7022587894645302
Kepler-1500 b,14.728,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.005884203901825047,0.5114834271703597,3971.9929991999998,1.7022587894645302
Kepler-1499 b,13.676,2016,Super Earth,Transit,0.2196,0.0,0.005695405915670233,0.10625,1010.6563356400001,0.12101300479123889
Kepler-1498 b,15.352,2016,Super Earth,Transit,0.2528,0.0,0.007331655129011957,0.11875000000000001,2413.5544,0.13169062286105407
Kepler-1497 b,15.707,2016,Super Earth,Transit,0.0817,0.0,0.01066708621774701,0.14821428571428572,3659.47032,0.023819301848049278
Kepler-1496 b,14.832,2016,Neptune-like,Transit,0.3211,0.0,0.01749528005034613,0.19821428571428573,4265.0115496,0.17713894592744697
Kepler-1495 b,15.494,2016,Neptune-like,Transit,0.3677,0.0,0.028193832599118944,0.262,4421.175042399999,0.23353867214236823
Kepler-1494 b,15.372,2016,Neptune-like,Transit,0.3982,0.0,0.030333543108873505,0.274,4192.6701488,0.2494182067077344
Kepler-1493 b,13.7192,2016,Super Earth,Transit,0.1197,0.0,0.008086847073631213,0.12589285714285714,1810.33213956,0.04106776180698152
Kepler-1492 b,14.689,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.008904971680302076,0.5114834271703597,1081.38000268,1.7022587894645302
Kepler-1491 b,15.796,2016,Super Earth,Transit,0.127,0.0,0.009093769666456891,0.1348214285714286,6737.0457204,0.04544832306639288
Kepler-1490 b,15.616,2016,Neptune-like,Transit,0.3729,0.0,0.029830081812460666,0.271,2814.4653551999995,0.25297741273100616
Kepler-1489 b,14.983,2016,Super Earth,Transit,0.3679,0.0,0.011894273127753303,0.1580357142857143,4184.744557999999,0.22532511978097192
Kepler-1488 b,13.146,2016,Super Earth,Transit,0.2285,0.0,0.012964128382630585,0.1660714285714286,2954.402587,0.10896646132785763
Kepler-1487 b,13.6,2016,Neptune-like,Transit,0.0898,0.0,0.016299559471365636,0.19017857142857142,3309.2440072,0.01998631074606434
Kepler-1486 b,15.317,2016,Neptune-like,Transit,0.2846,0.0,0.01884833228445563,0.207,5770.1562584,0.14948665297741273
Kepler-1485 b,13.411,2016,Super Earth,Transit,0.1467,0.0,0.00868470736312146,0.13125,2008.0120295999998,0.054483230663928815
Kepler-1484 b,15.351,2016,Neptune-like,Transit,0.1939,0.0,0.016047828823159218,0.18839285714285714,9392.738334799998,0.08350444900752908
Kepler-1483 b,14.52,2016,Super Earth,Transit,0.0958,0.0,0.009188168659534297,0.13571428571428573,4154.509896799999,0.026009582477754964
Kepler-1482 b,13.967,2016,Super Earth,Transit,0.1016,0.0,0.0031780994336060415,0.09017857142857144,1851.11794736,0.03367556468172485
Kepler-1481 b,14.929,2016,Super Earth,Transit,0.059,0.0,0.006419131529263687,0.10982142857142858,1497.30391856,0.0161533196440794
Kepler-1480 b,14.703,2016,Super Earth,Transit,0.1525,0.0,0.010792951541850221,0.14910714285714285,1633.6893115199998,0.060506502395619444
Kepler-1479 b,13.914,2016,Super Earth,Transit,0.1173,0.0,0.012617998741346758,0.16339285714285717,2376.59440208,0.03969883641341547
Kepler-1478 b,15.409,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.01145374449339207,0.5114834271703597,6019.469904799999,1.7022587894645302
Kepler-1477 b,14.72,2016,Super Earth,Transit,0.0911,0.0,0.005538074260541221,0.10535714285714286,2220.56137168,0.03175906913073238
Kepler-1476 b,15.574,2016,Super Earth,Transit,0.0932,0.0,0.010792951541850221,0.14910714285714285,3270.4966744,0.028473648186173855
Kepler-1475 b,15.36,2016,Neptune-like,Transit,0.373,0.0,0.027847702957835115,0.261,5115.3654728,0.22505133470225874
Kepler-1474 b,15.35,2016,Neptune-like,Transit,0.2108,0.0,0.016708621774701067,0.1928571428571429,3851.576204,0.09965776865160848
Kepler-1473 b,13.486,2016,Super Earth,Transit,0.116,0.0,0.005695405915670233,0.10625,2127.36229468,0.03942505133470226
Kepler-1472 b,14.666,2016,Super Earth,Transit,0.2322,0.0,0.01343612334801762,0.16964285714285715,4824.3038584,0.10431211498973306
Kepler-1471 b,15.421,2016,Super Earth,Transit,0.0453,0.0,0.008086847073631213,0.12589285714285714,3192.0170176799998,0.009856262833675565
Kepler-1470 b,15.252,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.0039018250471994963,0.5114834271703597,1926.28059756,1.7022587894645302
Kepler-1469 b,16.2388,2016,Neptune-like,Transit,0.1466,0.0,0.025959723096286972,0.25,3781.126508,0.05995893223819301
Kepler-1468 c,15.111,2016,Super Earth,Transit,0.0466,0.0,0.005034612964128383,0.10267857142857142,6194.4852144,0.009582477754962354
Kepler-1468 b,15.111,2016,Super Earth,Transit,0.0817,0.0,0.01145374449339207,0.15446428571428572,6194.4852144,0.02245037645448323
Kepler-1467 b,15.83,2016,Neptune-like,Transit,0.2388,0.0,0.03429830081812461,0.294,2781.74538528,0.12895277207392197
Kepler-1466 b,14.026,2016,Super Earth,Transit,0.1942,0.0,0.009502831969792323,0.13839285714285715,2061.13958044,0.08542094455852156
Kepler-1465 b,14.724,2016,Super Earth,Transit,0.1939,0.0,0.011894273127753303,0.1580357142857143,1172.52103532,0.08706365503080082
Kepler-1464 c,14.358,2016,Terrestrial,Transit,0.0548,0.0,0.003058527375707992,0.08928571428571429,3756.4364987999998,0.014510609171800136
Kepler-1464 b,14.358,2016,Super Earth,Transit,0.1803,0.0,0.01066708621774701,0.14821428571428572,3756.4364987999998,0.08706365503080082
Kepler-1463 b,15.905,2016,Super Earth,Transit,0.1694,0.0,0.012964128382630585,0.1660714285714286,5503.784653199999,0.06899383983572895
Kepler-1462 b,15.888,2016,Neptune-like,Transit,0.3094,0.0,0.04405286343612334,0.341,3319.6809992,0.17960301163586584
Kepler-1461 b,15.828,2016,Super Earth,Transit,0.1715,0.0,0.015040906230333544,0.18125,2214.94496536,0.08021902806297057
Kepler-1460 b,16.166,2016,Super Earth,Transit,0.1614,0.0,0.014159848961611076,0.17500000000000002,1804.3537000799997,0.08213552361396304
Kepler-1459 b,14.893,2016,Super Earth,Transit,0.2829,0.0,0.0076148521082441785,0.12142857142857144,1485.5720872399997,0.17221081451060916
Kepler-1458 b,14.434,2016,Neptune-like,Transit,0.2495,0.0,0.025330396475770928,0.246,1775.7563420000001,0.13141683778234087
Kepler-1457 b,14.066,2016,Super Earth,Transit,0.2668,0.0,0.014537444933920705,0.17767857142857144,2902.4133205999997,0.13990417522245038
Kepler-1456 b,15.777,2016,Super Earth,Transit,0.1132,0.0,0.004877281308999371,0.10178571428571428,1207.79480672,0.04955509924709104
Kepler-1455 b,16.06,2016,Neptune-like,Transit,0.2149,0.0,0.016708621774701067,0.1928571428571429,1166.4023487599998,0.1349760438056126
Kepler-1454 b,15.009,2016,Super Earth,Transit,0.2447,0.0,0.013184392699811203,0.16785714285714287,2545.86284296,0.12867898699520877
Kepler-1453 b,15.695,2016,Neptune-like,Transit,0.262,0.0,0.02394587791063562,0.238,3900.9562223999997,0.1292265571526352
Kepler-1452 b,13.215,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.024386406544996853,0.5114834271703597,3249.5574592,1.7022587894645302
Kepler-1451 b,15.313,2016,Neptune-like,Transit,0.2101,0.0,0.035242290748898675,0.299,3453.0788032,0.0974674880219028
Kepler-1450 b,15.923,2016,Super Earth,Transit,0.2401,0.0,0.011233480176211452,0.15267857142857144,1649.79163324,0.14921286789869953
Kepler-1449 b,15.142,2016,Super Earth,Transit,0.1176,0.0,0.010887350534927627,0.15,6544.2549088,0.036139630390143736
Kepler-1448 b,14.592,2016,Super Earth,Transit,0.1058,0.0,0.01013215859030837,0.14375000000000002,2507.8232686799997,0.03367556468172485
Kepler-1447 b,14.747,2016,Neptune-like,Transit,0.2836,0.0,0.02753303964757709,0.259,2903.75382176,0.15523613963039015
Kepler-1446 b,12.595,2016,Terrestrial,Transit,0.0141,0.0,0.0015009439899307739,0.07321428571428572,496.00173699999993,0.0019164955509924709
Kepler-1445 b,12.407,2016,Terrestrial,Transit,0.0948,0.0,0.0026431718061674008,0.08571428571428572,1651.51373692,0.02902121834360027
Kepler-1444 b,12.363,2016,Neptune-like,Transit,0.2015,0.0,0.016960352422907488,0.19464285714285717,1042.639193,0.09144421629021218
Kepler-1443 b,12.313,2016,Terrestrial,Transit,0.0368,0.0,0.002740717432347388,0.08660714285714285,1936.2120477599997,0.006570841889117043
Kepler-1442 b,12.114,2016,Neptune-like,Transit,0.4039,0.0,0.046255506607929514,0.351,1985.2463407999996,0.22286105407255305
Kepler-1441 b,14.29,2016,Super Earth,Transit,0.2346,0.0,0.007142857142857143,0.11696428571428573,3621.8971487999997,0.10787132101300478
Kepler-1440 b,14.24,2016,Super Earth,Transit,0.2274,0.0,0.006702328508495909,0.1125,3637.7809459999994,0.10924024640657083
